index,ingredient_a,ingredient_b,substitution_direction,similarity_score,substitution_reason,feature_similarity,category_similarity,category_match_level,calculation_details
1,갈가자미,돌가자미,갈가자미→돌가자미,1.0,"향 유사, 식감 유사",1.0,1.0,세세분류,"Feature유사도: 1.00 | 분류유사도: 1.00 (세세분류) | 최종점수: 1.00 | 공통특성: 가열용, 감칠맛, 담백함, 부드러움, 생선류, 수산물, 흰살생선 | 분류일치: 세세분류: 가자미류"
91,복분자,오디,복분자→오디,0.94,단맛 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과일향, 단맛, 베리향, 상큼함, 신맛, 짙은보라색 | 분류일치: 세세분류: 과일"
92,오디,복분자,오디→복분자,0.94,단맛 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과일향, 단맛, 베리향, 상큼함, 신맛, 짙은보라색 | 분류일치: 세세분류: 과일"
93,캠벨얼리,거봉,캠벨얼리→거봉,0.94,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과일향, 단맛, 달콤함, 신맛, 짙은보라색, 포도향 | 분류일치: 세세분류: 과일"
94,거봉,캠벨얼리,거봉→캠벨얼리,0.94,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과일향, 단맛, 달콤함, 신맛, 짙은보라색, 포도향 | 분류일치: 세세분류: 과일"
95,자두,앵두,자두→앵두,0.94,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과일향, 과즙많음, 단맛, 빨간색, 상큼함, 신맛 | 분류일치: 세세분류: 과일"
96,앵두,자두,앵두→자두,0.94,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과일향, 과즙많음, 단맛, 빨간색, 상큼함, 신맛 | 분류일치: 세세분류: 과일"
97,오렌지,감귤,오렌지→감귤,0.94,유사한 특성,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과즙많음, 산미, 상큼함, 시트러스향, 주황색, 향긋함 | 분류일치: 세세분류: 과일"
98,감귤,오렌지,감귤→오렌지,0.94,유사한 특성,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 과즙많음, 산미, 상큼함, 시트러스향, 주황색, 향긋함 | 분류일치: 세세분류: 과일"
99,김가루,돌자반,김가루→돌자반,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 김류, 바다향, 식감추가, 짠맛, 토핑용 | 분류일치: 세세분류: 김류"
100,돌자반,김가루,돌자반→김가루,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 김류, 바다향, 식감추가, 짠맛, 토핑용 | 분류일치: 세세분류: 김류"
101,연두부,순두부,연두부→순두부,0.94,식감 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 담백함, 두부류, 부드러움, 수분감, 푸딩식감, 하얀색 | 분류일치: 세세분류: 두부류"
102,순두부,연두부,순두부→연두부,0.94,식감 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 담백함, 두부류, 부드러움, 수분감, 푸딩식감, 하얀색 | 분류일치: 세세분류: 두부류"
103,보리멸치,대멸치,보리멸치→대멸치,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 건조형, 바다향, 수산물, 육수용, 짠맛 | 분류일치: 세세분류: 멸치류"
104,대멸치,보리멸치,대멸치→보리멸치,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 건조형, 바다향, 수산물, 육수용, 짠맛 | 분류일치: 세세분류: 멸치류"
105,영지버섯,상황버섯,영지버섯→상황버섯,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 건강식, 딱딱함, 버섯향, 식감추가, 약재용, 향긋함 | 분류일치: 세세분류: 버섯류"
106,상황버섯,영지버섯,상황버섯→영지버섯,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 건강식, 딱딱함, 버섯향, 식감추가, 약재용, 향긋함 | 분류일치: 세세분류: 버섯류"
107,부지갱이,마타리,부지갱이→마타리,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
108,마타리,부지갱이,마타리→부지갱이,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
109,줄나물,마타리,줄나물→마타리,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
110,마타리,줄나물,마타리→줄나물,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
111,방풍나물,마타리,방풍나물→마타리,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
112,마타리,방풍나물,마타리→방풍나물,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
113,개미취,마타리,개미취→마타리,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
114,마타리,개미취,마타리→개미취,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
115,마타리,어수리,마타리→어수리,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
116,어수리,마타리,어수리→마타리,0.94,유사한 특성,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 나물용, 산나물, 은은함, 잎채소, 한식, 향긋함 | 분류일치: 세세분류: 산나물류"
117,꽁치,가자미,꽁치→가자미,0.94,향 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 다용도, 단백함, 비린맛, 생선류, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
118,가자미,꽁치,가자미→꽁치,0.94,향 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 다용도, 단백함, 비린맛, 생선류, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
119,도미,병어,도미→병어,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 생선류, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
120,병어,도미,병어→도미,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 생선류, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
121,병어,대구,병어→대구,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 생선류, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
122,대구,병어,대구→병어,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 생선류, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
123,날치,까나리,날치→까나리,0.94,향 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 작은생선, 해산물향 | 분류일치: 세세분류: 생선류"
124,까나리,날치,까나리→날치,0.94,향 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 작은생선, 해산물향 | 분류일치: 세세분류: 생선류"
125,고랑치,갈치,고랑치→갈치,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
126,갈치,고랑치,갈치→고랑치,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
127,고랑치,다금바리,고랑치→다금바리,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 쫄깃함, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
128,다금바리,고랑치,다금바리→고랑치,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 쫄깃함, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
129,고랑치,서대,고랑치→서대,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
130,서대,고랑치,서대→고랑치,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
131,갈치,놀래미,갈치→놀래미,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
132,놀래미,갈치,놀래미→갈치,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
133,놀래미,다금바리,놀래미→다금바리,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 쫄깃함, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
134,다금바리,놀래미,다금바리→놀래미,0.94,향 유사,0.86,1.0,세세분류,"Feature유사도: 0.86 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 쫄깃함, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
135,놀래미,서대,놀래미→서대,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
136,서대,놀래미,서대→놀래미,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향, 흰살생선 | 분류일치: 세세분류: 생선류"
137,연어살,은연어,연어살→은연어,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 고소함, 붉은살, 수산물, 연어, 지방풍미 | 분류일치: 세세분류: 연어류"
138,은연어,연어살,은연어→연어살,0.94,향 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 감칠맛, 고소함, 붉은살, 수산물, 연어, 지방풍미 | 분류일치: 세세분류: 연어류"
139,빽라면,진라면,빽라면→진라면,0.94,향 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 간편식, 감칠맛, 대중적, 매운맛, 봉지면, 짠맛 | 분류일치: 세세분류: 봉지면"
140,진라면,빽라면,진라면→빽라면,0.94,향 유사,0.85,1.0,세세분류,"Feature유사도: 0.85 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.94 | 공통특성: 간편식, 감칠맛, 대중적, 매운맛, 봉지면, 짠맛 | 분류일치: 세세분류: 봉지면"
141,페스츄리,크루아상,페스츄리→크루아상,0.93,식감 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 고소함, 담백함, 바삭함, 버터풍미, 베이킹용, 여러겹 | 분류일치: 세세분류: 소형빵"
142,크루아상,페스츄리,크루아상→페스츄리,0.93,식감 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 고소함, 담백함, 바삭함, 버터풍미, 베이킹용, 여러겹 | 분류일치: 세세분류: 소형빵"
143,홍옥,아오리,홍옥→아오리,0.93,"단맛 유사, 식감 유사",0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 과일향, 단맛, 사과향, 상큼함, 신맛, 아삭함 | 분류일치: 세세분류: 과일"
144,아오리,홍옥,아오리→홍옥,0.93,"단맛 유사, 식감 유사",0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 과일향, 단맛, 사과향, 상큼함, 신맛, 아삭함 | 분류일치: 세세분류: 과일"
145,백도,황도,백도→황도,0.93,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 과일향, 단맛, 달콤함, 복숭아향, 부드러움, 신맛 | 분류일치: 세세분류: 과일"
146,황도,백도,황도→백도,0.93,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 과일향, 단맛, 달콤함, 복숭아향, 부드러움, 신맛 | 분류일치: 세세분류: 과일"
147,라즈베리,블랙베리,라즈베리→블랙베리,0.93,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 과일향, 단맛, 디저트용, 베리향, 상큼함, 신맛 | 분류일치: 세세분류: 과일"
148,블랙베리,라즈베리,블랙베리→라즈베리,0.93,단맛 유사,0.84,1.0,세세분류,"Feature유사도: 0.84 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 과일향, 단맛, 디저트용, 베리향, 상큼함, 신맛 | 분류일치: 세세분류: 과일"
149,오겹살,삼겹살,오겹살→삼겹살,0.93,유사한 특성,0.82,1.0,세세분류,"Feature유사도: 0.82 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 구이용, 기름짐, 대중육, 돼지고기, 육즙많음, 진한맛 | 분류일치: 세세분류: 돼지고기류"
150,삼겹살,오겹살,삼겹살→오겹살,0.93,유사한 특성,0.82,1.0,세세분류,"Feature유사도: 0.82 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 구이용, 기름짐, 대중육, 돼지고기, 육즙많음, 진한맛 | 분류일치: 세세분류: 돼지고기류"
151,중멸치,보리멸치,중멸치→보리멸치,0.93,향 유사,0.83,1.0,세세분류,"Feature유사도: 0.83 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.93 | 공통특성: 감칠맛, 건조형, 바다향, 수산물, 육수용, 한식 | 분류일치: 세세분류: 멸치류"
